Amount,Frequency,Location,Device,Time,AccountAge,Fraud
176841,1,Different City,Mobile,Evening,19,0
39910,10,Different City,Mobile,Morning,81,0
140892,9,Same City,Mobile,Night,66,0
44089,5,Same City,POS,Afternoon,95,0
149306,3,Same City,ATM,Afternoon,16,0
134823,1,International,ATM,Night,28,0
168663,2,Different City,Web,Morning,82,0
31981,3,International,ATM,Night,46,0
188786,1,International,Mobile,Afternoon,111,0
79469,1,International,Mobile,Night,47,0
91649,3,International,Web,Night,75,0
40477,6,Same City,Mobile,Afternoon,5,0
187587,7,International,Mobile,Morning,116,1
44163,8,Different City,ATM,Morning,103,0
181203,3,International,Web,Afternoon,72,0
161332,8,Different City,Mobile,Afternoon,80,0
76688,10,Same City,POS,Afternoon,13,0
119554,2,Different City,Web,Afternoon,115,0
145073,9,Different City,ATM,Evening,16,0
104037,7,Different City,Web,Evening,62,0
113246,9,Same City,ATM,Morning,89,0
88436,4,Same City,POS,Morning,119,0
22687,1,Same City,POS,Night,38,0
190460,3,Same City,ATM,Morning,85,0
157399,8,Different City,Mobile,Afternoon,111,0
161692,8,Same City,Mobile,Night,54,0
76832,1,Same City,ATM,Afternoon,95,0
167206,2,International,POS,Night,92,0
95953,5,Same City,POS,Evening,82,0
2784,4,Same City,POS,Afternoon,103,0
40447,8,Same City,POS,Morning,33,0
147045,1,Same City,ATM,Night,27,0
126001,10,Different City,Mobile,Evening,64,0
139979,10,International,Mobile,Night,57,1
128950,5,International,Web,Evening,39,0
181675,2,International,ATM,Afternoon,24,0
78532,1,Different City,ATM,Morning,113,0
140830,7,Different City,Web,Morning,12,0
197914,8,Different City,Mobile,Night,26,0
174461,9,Same City,ATM,Night,47,0
93851,8,International,POS,Evening,82,1
69033,3,Same City,ATM,Evening,13,0
129444,7,Different City,POS,Evening,104,0
7431,7,Same City,Mobile,Night,30,0
159268,9,International,ATM,Evening,51,1
74449,1,International,Mobile,Morning,67,0
111419,9,Same City,POS,Afternoon,11,0
38537,9,Same City,Web,Evening,94,0
175701,4,International,Web,Morning,7,0
167337,8,International,Mobile,Afternoon,64,1
60040,8,Same City,ATM,Afternoon,100,0
5517,8,Same City,ATM,Afternoon,13,0
150417,4,International,Mobile,Morning,19,0
79590,10,Same City,ATM,Night,74,0
179748,1,International,ATM,Evening,96,0
47152,1,International,ATM,Evening,76,0
10779,1,International,POS,Evening,61,0
6880,4,Same City,ATM,Afternoon,1,0
15159,7,Different City,ATM,Evening,35,0
131272,3,Different City,ATM,Evening,111,0
21706,7,International,Web,Afternoon,18,0
14945,4,International,Web,Night,27,0
198342,1,International,ATM,Night,47,0
127091,7,International,Mobile,Evening,40,1
41045,5,Same City,ATM,Evening,68,0
71223,8,Different City,Web,Evening,51,0
119880,3,International,Mobile,Morning,24,0
146569,6,Same City,Web,Night,113,0
113835,3,Different City,POS,Afternoon,92,0
63422,1,Same City,ATM,Night,18,0
114724,7,Same City,ATM,Night,106,0
146349,8,International,ATM,Evening,52,1
108498,4,International,Web,Evening,120,0
43248,10,Different City,Mobile,Afternoon,113,0
125270,9,Different City,POS,Morning,36,0
104568,6,Same City,Web,Evening,63,0
13088,5,Same City,Web,Morning,96,0
109379,6,Different City,Web,Night,103,0
64279,6,Same City,Web,Night,67,0
105445,9,Different City,ATM,Evening,104,0
40406,4,Different City,ATM,Morning,117,0
102979,2,International,ATM,Evening,95,0
43846,2,Same City,ATM,Night,6,0
146580,10,Different City,POS,Night,72,0
110098,3,Different City,Web,Evening,26,0
65253,4,Same City,ATM,Night,102,0
133084,5,Same City,POS,Night,49,0
73281,8,Different City,ATM,Evening,67,0
187535,5,Different City,Web,Night,11,0
182469,8,Same City,Mobile,Evening,47,0
79210,6,Same City,Web,Morning,5,0
70835,10,Same City,Mobile,Night,110,0
106428,1,International,Mobile,Evening,12,0
52493,2,Same City,POS,Afternoon,62,0
173735,10,Different City,POS,Night,1,0
7234,7,Different City,Web,Evening,55,0
65251,1,Same City,POS,Evening,67,0
10240,9,Same City,POS,Afternoon,51,0
92723,7,International,Web,Morning,8,1
108263,5,Same City,POS,Afternoon,46,0
57351,3,Same City,Mobile,Morning,65,0
178997,4,Same City,Mobile,Night,100,0
118283,9,Different City,Web,Morning,5,0
162556,3,International,ATM,Afternoon,13,0
64349,7,Same City,POS,Afternoon,84,0
142396,8,International,Mobile,Afternoon,36,1
152093,1,Different City,Web,Evening,36,0
77154,1,Same City,ATM,Morning,96,0
85976,6,Same City,Mobile,Morning,114,0
9506,3,Different City,POS,Evening,73,0
146441,1,International,POS,Afternoon,47,0
113359,8,International,ATM,Evening,69,1
102469,2,Same City,POS,Evening,103,0
143981,6,Different City,ATM,Afternoon,5,0
29906,9,International,Web,Night,62,0
89795,9,Different City,ATM,Afternoon,82,0
166990,6,International,Mobile,Evening,85,1
119442,7,Same City,POS,Afternoon,116,0
120897,1,Same City,POS,Evening,79,0
75917,8,Different City,Mobile,Evening,107,0
194342,2,Different City,POS,Night,89,0
101602,10,Different City,Web,Afternoon,103,0
156790,10,International,Mobile,Night,34,1
27941,8,Same City,Web,Evening,112,0
137198,7,Different City,POS,Afternoon,14,0
199252,8,Same City,Web,Evening,60,0
158864,8,International,Mobile,Afternoon,110,1
66804,9,Different City,POS,Morning,37,0
62955,6,International,Web,Morning,48,0
196605,2,Same City,Web,Evening,91,0
198103,9,Different City,Mobile,Evening,47,0
142718,6,Different City,ATM,Night,76,0
149862,4,Same City,ATM,Morning,3,0
68942,1,Same City,POS,Night,41,0
24814,10,Same City,ATM,Afternoon,36,0
162579,2,Same City,Mobile,Morning,16,0
39480,8,Same City,Web,Night,103,0
62877,4,Same City,Mobile,Morning,17,0
174059,3,International,ATM,Evening,93,0
104540,2,Different City,Mobile,Morning,22,0
105701,4,International,Web,Morning,67,0
56514,9,International,ATM,Morning,37,0
112572,8,Same City,POS,Morning,67,0
87326,10,Different City,POS,Afternoon,36,0
21640,4,International,POS,Morning,68,0
97314,4,Different City,ATM,Night,78,0
155230,3,International,Mobile,Night,113,0
193412,7,Different City,ATM,Evening,11,0
107779,8,Same City,Mobile,Night,71,0
93697,2,Different City,POS,Night,117,0
68142,8,Different City,Web,Morning,5,0
159516,9,Same City,POS,Night,64,0
29861,8,Same City,Web,Night,94,0
76757,9,International,POS,Evening,17,0
80727,2,International,Mobile,Evening,78,0
161606,8,International,Mobile,Evening,102,1
133331,10,International,ATM,Afternoon,102,1
187142,9,Different City,ATM,Evening,47,0
174552,2,Same City,POS,Night,83,0
31404,10,Different City,Mobile,Evening,18,0
131833,4,International,Mobile,Morning,7,0
157760,1,Same City,POS,Evening,11,0
73715,5,International,Web,Evening,113,0
162803,3,International,POS,Night,90,0
9449,2,Different City,POS,Night,95,0
58026,10,Same City,Mobile,Afternoon,65,0
198685,1,Different City,ATM,Morning,33,0
14534,5,Same City,Mobile,Night,7,0
170957,7,Different City,Web,Night,75,0
146197,9,Different City,Mobile,Night,107,0
184121,9,International,Web,Afternoon,115,1
26826,1,International,Mobile,Night,27,0
35770,8,Same City,Mobile,Morning,67,0
154193,10,Same City,POS,Afternoon,55,0
140375,3,Different City,Mobile,Evening,39,0
196694,7,International,Web,Afternoon,37,1
86938,1,Different City,ATM,Morning,38,0
122655,1,International,POS,Morning,69,0
36358,6,Different City,Web,Morning,98,0
192452,7,Same City,ATM,Morning,93,0
4276,4,Different City,POS,Night,31,0
19458,1,International,Web,Morning,120,0
5814,9,Same City,POS,Night,15,0
5434,10,International,POS,Morning,42,0
25598,9,Different City,Mobile,Night,73,0
42531,8,Different City,POS,Night,71,0
161169,3,Same City,Web,Afternoon,18,0
21179,8,Same City,POS,Afternoon,22,0
133170,8,Different City,ATM,Afternoon,50,0
1312,2,International,POS,Afternoon,97,0
130373,2,Same City,Web,Evening,15,0
183214,4,Different City,POS,Night,88,0
6353,2,International,POS,Morning,81,0
108835,1,International,Mobile,Night,84,0
1923,3,Different City,Mobile,Night,83,0
127310,10,International,Mobile,Morning,45,1
111993,5,Different City,POS,Morning,50,0
134123,8,International,POS,Evening,76,1
46395,4,Same City,POS,Night,106,0
182619,6,Same City,Web,Evening,22,0
119626,9,International,POS,Night,2,1
19110,7,Different City,Mobile,Night,65,0
136500,7,International,Mobile,Afternoon,118,1
161854,7,International,ATM,Night,62,1
12437,5,Same City,ATM,Evening,35,0
23595,6,Same City,Mobile,Morning,82,0
22005,10,International,ATM,Morning,107,0
141513,8,International,Web,Morning,20,1
131185,9,International,ATM,Evening,61,1
89765,4,International,ATM,Evening,86,0
93606,4,Different City,Mobile,Evening,64,0
106630,4,Same City,POS,Afternoon,9,0
67646,7,Different City,ATM,Morning,33,0
173528,8,Different City,ATM,Afternoon,4,0
174215,8,International,Mobile,Morning,49,1
167316,6,Same City,POS,Evening,52,0
53803,9,Same City,ATM,Morning,67,0
7591,2,Different City,POS,Afternoon,4,0
85536,6,International,ATM,Afternoon,118,1
74776,4,International,Mobile,Morning,63,0
94855,3,Different City,POS,Evening,43,0
197379,3,International,POS,Afternoon,2,0
111734,7,International,POS,Afternoon,18,1
141644,7,Same City,ATM,Afternoon,17,0
120062,2,International,POS,Morning,7,0
8994,8,Same City,POS,Evening,115,0
135890,6,Same City,ATM,Morning,19,0
21191,1,Same City,ATM,Afternoon,74,0
6235,4,Different City,ATM,Afternoon,56,0
149634,1,International,Web,Night,17,0
34165,10,Same City,ATM,Afternoon,13,0
60892,1,Different City,Mobile,Afternoon,24,0
11598,9,International,POS,Night,62,0
183544,4,Different City,POS,Afternoon,1,0
81421,4,Same City,POS,Night,117,0
145553,2,Same City,Mobile,Afternoon,85,0
113648,9,Different City,Mobile,Night,98,0
71274,10,International,ATM,Afternoon,57,0
58222,4,Different City,POS,Night,11,0
20365,4,Different City,POS,Night,72,0
71863,5,Same City,Mobile,Afternoon,80,0
94660,3,Same City,ATM,Morning,6,0
69793,5,Different City,ATM,Afternoon,62,0
115237,9,Same City,Web,Morning,84,0
4288,10,Different City,Mobile,Evening,12,0
3704,4,International,ATM,Morning,116,0
125138,9,Different City,Mobile,Afternoon,14,0
50368,6,International,ATM,Night,2,0
26204,8,Different City,Web,Afternoon,9,0
151347,7,International,ATM,Afternoon,92,1
100974,7,Different City,POS,Afternoon,81,0
18672,6,Different City,Web,Morning,7,0
101254,3,Same City,POS,Afternoon,96,0
119701,8,Same City,Web,Night,85,0
11395,10,Same City,Mobile,Afternoon,47,0
6970,5,Different City,POS,Morning,92,0
53790,9,Same City,Web,Evening,46,0
815,6,Same City,Web,Evening,67,0
173694,7,International,ATM,Morning,72,1
14973,3,Same City,ATM,Evening,110,0
178580,6,Same City,ATM,Morning,92,0
154561,1,Different City,POS,Evening,10,0
80626,7,International,POS,Morning,58,1
133533,5,International,Mobile,Evening,74,0
197261,6,International,POS,Afternoon,27,1
55048,3,Same City,Web,Morning,18,0
10791,3,International,Mobile,Afternoon,99,0
88295,9,International,ATM,Morning,10,1
33745,4,Different City,ATM,Afternoon,51,0
84094,10,Same City,ATM,Night,119,0
174099,10,International,POS,Night,53,1
75626,6,International,Mobile,Afternoon,42,0
37428,3,Different City,Mobile,Night,38,0
73145,2,Different City,Mobile,Night,116,0
65279,6,Different City,Web,Evening,30,0
78480,4,International,POS,Afternoon,40,0
197068,3,International,Mobile,Night,16,0
163480,5,Same City,POS,Evening,100,0
36108,5,Same City,Web,Afternoon,120,0
100574,7,Different City,Mobile,Evening,14,0
188851,4,International,Web,Night,90,0
118988,10,Different City,POS,Evening,5,0
168522,5,Different City,Mobile,Morning,19,0
125380,3,Same City,POS,Evening,17,0
60239,10,Same City,Web,Afternoon,64,0
187912,4,Different City,POS,Night,102,0
3920,8,Same City,ATM,Morning,75,0
17754,5,Same City,Mobile,Night,45,0
27120,8,International,Mobile,Afternoon,44,0
92620,9,Different City,ATM,Afternoon,33,0
65663,9,International,POS,Night,111,0
186290,7,Same City,ATM,Afternoon,33,0
147509,9,Same City,POS,Morning,20,0
54966,2,Different City,Mobile,Afternoon,51,0
8395,4,International,ATM,Night,91,0
162734,9,Same City,Web,Evening,114,0
147284,6,Different City,POS,Afternoon,80,0
168157,1,Different City,ATM,Night,100,0
40408,10,International,POS,Night,71,0
136058,2,International,Web,Afternoon,39,0
71062,1,Same City,POS,Morning,91,0
93302,10,Same City,Web,Morning,10,0
141783,9,International,POS,Night,32,1
116745,5,Same City,Web,Afternoon,59,0
85669,6,Same City,POS,Afternoon,39,0
35812,5,Different City,Web,Night,112,0
176998,1,Different City,Web,Afternoon,7,0
170791,2,Same City,ATM,Night,63,0
2856,1,International,Mobile,Morning,90,0
79411,4,Same City,Mobile,Morning,107,0
51675,8,Different City,ATM,Night,8,0
147258,9,Same City,Mobile,Afternoon,13,0
177933,1,Different City,Web,Evening,74,0
84180,7,Different City,ATM,Evening,34,0
113234,8,Same City,Web,Afternoon,34,0
118573,4,Same City,POS,Night,4,0
19510,4,Same City,POS,Evening,13,0
171591,2,Different City,Web,Night,73,0
198222,5,International,Web,Night,3,0
193697,7,International,ATM,Evening,119,1
4356,8,Same City,ATM,Evening,75,0
109890,2,Different City,ATM,Evening,99,0
24448,8,Same City,ATM,Morning,54,0
97368,3,International,ATM,Night,15,0
105160,10,International,POS,Afternoon,84,1
181286,7,International,Web,Night,17,1
106696,2,Same City,Web,Evening,20,0
73128,6,Different City,Mobile,Night,104,0
97879,9,Same City,ATM,Night,77,0
173497,10,International,Web,Morning,67,1
48769,7,International,Web,Night,16,0
20353,1,Different City,POS,Afternoon,8,0
158759,6,Different City,Web,Night,46,0
62059,5,Same City,ATM,Evening,7,0
64678,6,International,Mobile,Morning,39,0
24568,5,Different City,ATM,Night,53,0
66132,3,International,Mobile,Morning,50,0
187313,4,Same City,Mobile,Night,118,0
177587,10,International,Web,Morning,12,1
167102,2,Different City,POS,Afternoon,111,0
88710,4,Different City,Web,Evening,78,0
2151,2,Different City,Web,Evening,85,0
115504,2,Different City,Web,Morning,110,0
49010,8,International,Web,Evening,118,0
93384,9,Different City,Web,Afternoon,107,0
40282,3,International,ATM,Afternoon,33,0
75556,2,Same City,POS,Night,49,0
158660,10,Different City,ATM,Morning,64,0
154917,2,Different City,ATM,Afternoon,90,0
189495,5,International,ATM,Evening,44,0
68404,5,International,Mobile,Evening,65,0
31128,1,Same City,POS,Evening,102,0
115862,10,International,Web,Afternoon,88,1
199477,5,Different City,ATM,Evening,73,0
98709,1,Different City,POS,Evening,86,0
93994,10,Same City,ATM,Evening,120,0
59533,3,Same City,Mobile,Afternoon,69,0
142296,4,Different City,Web,Morning,33,0
106056,10,Different City,Mobile,Afternoon,51,0
127406,1,International,Mobile,Night,111,0
66967,2,Different City,Mobile,Afternoon,40,0
41149,7,International,Mobile,Evening,69,0
167551,4,Same City,Mobile,Afternoon,31,0
107363,4,Same City,POS,Afternoon,54,0
82061,9,Different City,POS,Evening,66,0
89678,9,Same City,ATM,Morning,33,0
54717,8,Different City,Web,Afternoon,97,0
193615,10,Different City,Web,Evening,78,0
39479,2,Different City,ATM,Night,58,0
98161,8,Different City,POS,Afternoon,118,0
135903,9,International,ATM,Afternoon,115,1
19267,5,Same City,ATM,Evening,100,0
2417,10,Same City,ATM,Evening,103,0
168545,2,Different City,POS,Evening,27,0
79485,4,Same City,Web,Afternoon,82,0
85955,7,Different City,ATM,Afternoon,93,0
111272,4,Same City,Web,Evening,1,0
157219,2,International,POS,Night,19,0
77875,6,International,Mobile,Night,95,0
19318,7,International,Web,Afternoon,107,0
155772,7,International,ATM,Afternoon,32,1
187361,1,International,Mobile,Afternoon,21,0
184610,3,Same City,Mobile,Night,95,0
103221,8,International,POS,Night,112,1
124919,9,Different City,POS,Night,88,0
104632,2,Different City,Mobile,Evening,46,0
119125,9,Different City,Mobile,Afternoon,17,0
92072,8,International,POS,Evening,68,1
69362,2,International,Web,Night,117,0
102106,6,Different City,Mobile,Evening,107,0
162881,4,International,Mobile,Morning,117,0
35897,3,Same City,ATM,Evening,118,0
172522,10,Same City,Mobile,Afternoon,13,0
168834,8,International,Web,Morning,74,1
30128,7,International,Web,Night,101,0
199341,5,Different City,ATM,Night,68,0
135072,6,International,POS,Afternoon,54,1
46119,8,International,ATM,Afternoon,44,0
74297,2,International,ATM,Morning,87,0
33421,9,Same City,ATM,Morning,97,0
119475,9,International,ATM,Evening,12,1
123619,7,Same City,Mobile,Afternoon,75,0
79230,2,International,POS,Afternoon,53,0
172484,10,International,Web,Evening,93,1
68483,2,Different City,Mobile,Night,63,0
731,5,Different City,Web,Evening,74,0
168880,10,Different City,POS,Morning,18,0
138745,8,Different City,Web,Morning,36,0
58208,2,International,Mobile,Evening,15,0
31523,3,Same City,Web,Evening,111,0
96162,10,Same City,Mobile,Morning,29,0
122585,9,International,POS,Evening,72,1
68861,1,International,POS,Night,101,0
56226,4,International,POS,Morning,103,0
159766,8,International,ATM,Evening,52,1
194333,1,Same City,Mobile,Morning,9,0
5874,8,International,ATM,Night,38,0
124605,10,International,Mobile,Afternoon,70,1
82584,10,Different City,POS,Night,93,0
68556,7,Same City,POS,Morning,15,0
199076,3,International,ATM,Night,89,0
48361,2,Same City,Mobile,Night,117,0
128707,7,Different City,POS,Evening,79,0
124590,10,Same City,ATM,Night,98,0
46914,3,International,Mobile,Evening,116,0
87766,9,Different City,POS,Evening,91,0
166216,2,Same City,ATM,Afternoon,85,0
119808,2,Different City,ATM,Evening,31,0
